"Date","Time","Open","High","Low","Close","Vol","OI"
06/13/2024,16:00,73.57,73.89,72.07,73.11,43642505,0
06/14/2024,16:00,72.95,74.21,72.73,74.17,35777482,0
06/17/2024,16:00,74.28,77.72,73.67,76.86,46677296,0
06/18/2024,16:00,76.83,77.23,76.06,76.90,33216648,0
06/20/2024,16:00,77.46,77.66,74.22,75.09,52727537,0
06/21/2024,16:00,74.90,75.53,73.72,74.40,38856467,0
06/24/2024,16:00,73.82,74.63,71.80,71.88,46877274,0
06/25/2024,16:00,72.79,74.43,72.37,74.28,39304329,0
06/26/2024,16:00,73.60,74.70,73.41,74.46,36274772,0
06/27/2024,16:00,74.32,75.70,73.92,75.00,37057738,0
06/28/2024,16:00,75.29,77.53,73.45,73.82,53901476,0
07/01/2024,16:00,74.16,75.29,72.42,75.03,43278690,0
07/02/2024,16:00,74.29,77.38,74.24,77.33,37475143,0
07/03/2024,16:00,76.95,79.31,76.95,79.23,28075243,0
07/05/2024,16:00,79.57,81.85,79.43,81.63,39812276,0
07/08/2024,16:00,81.81,82.47,81.28,82.17,36682849,0
07/09/2024,16:00,82.92,83.49,81.62,82.35,36186544,0
07/10/2024,16:00,83.32,85.20,82.67,84.93,38777428,0
07/11/2024,16:00,84.97,85.06,78.70,79.35,74664485,0
07/12/2024,16:00,79.51,82.94,79.30,80.64,50509879,0
07/15/2024,16:00,81.47,83.62,80.23,81.24,54950241,0
07/16/2024,16:00,81.94,82.35,79.74,81.30,41818796,0
07/17/2024,16:00,77.33,77.57,74.09,74.15,71420013,0
07/18/2024,16:00,75.81,75.92,71.55,73.04,67507561,0
07/19/2024,16:00,72.80,73.97,70.44,71.06,59124815,0
07/22/2024,16:00,73.65,74.63,72.12,74.16,56404284,0
07/23/2024,16:00,73.73,75.13,73.14,73.36,43563549,0
07/24/2024,16:00,70.23,70.38,65.05,65.45,79787624,0
07/25/2024,16:00,65.56,67.34,62.13,63.27,94063997,0
07/26/2024,16:00,65.00,66.34,63.78,65.08,68703452,0
07/29/2024,16:00,66.27,67.19,64.52,65.46,57820438,0
07/30/2024,16:00,66.28,66.59,61.34,62.79,71531847,0
07/31/2024,16:00,66.98,69.00,66.38,68.28,86704189,0
08/01/2024,16:00,68.58,70.22,61.70,63.36,105346568,0
08/02/2024,16:00,59.65,60.72,57.00,58.74,104922004,0
08/05/2024,16:00,49.33,56.19,48.80,53.62,143962225,0
08/06/2024,16:00,54.13,57.75,53.14,54.96,96454662,0
08/07/2024,16:00,57.57,58.51,53.00,53.19,91375823,0
08/08/2024,16:00,55.45,58.35,54.01,58.06,76439627,0
08/09/2024,16:00,57.44,59.53,57.00,58.85,62796186,0
08/12/2024,16:00,59.23,60.40,58.11,59.25,54486320,0
08/13/2024,16:00,60.96,63.71,60.90,63.56,54481434,0
08/14/2024,16:00,63.99,64.64,61.87,63.67,62355289,0
08/15/2024,16:00,66.13,68.63,65.99,68.46,53212430,0
08/16/2024,16:00,67.62,69.26,67.19,68.64,44837575,0
08/19/2024,16:00,68.68,71.35,67.89,71.30,45799924,0
08/20/2024,16:00,70.90,72.06,70.09,70.86,48929477,0
08/21/2024,16:00,71.18,72.66,70.42,71.83,51500357,0
08/22/2024,16:00,72.86,73.16,67.92,68.38,63748239,0
08/23/2024,16:00,70.20,71.72,68.50,70.53,64376646,0
08/26/2024,16:00,70.27,70.67,67.53,68.46,42490653,0
08/27/2024,16:00,67.73,69.50,66.85,69.04,35766295,0
08/28/2024,16:00,68.80,69.12,65.16,66.70,59312900,0
08/29/2024,16:00,67.45,69.43,65.79,66.35,60016829,0
08/30/2024,16:00,68.12,68.87,66.18,68.61,46473387,0
09/03/2024,16:00,67.26,67.32,61.29,62.35,73786277,0
09/04/2024,16:00,61.04,63.37,60.65,61.82,48399189,0
09/05/2024,16:00,61.14,63.72,60.72,62.02,55085757,0
09/06/2024,16:00,61.61,61.97,56.72,56.99,84952304,0
09/09/2024,16:00,58.57,59.49,57.34,59.11,55417464,0
09/10/2024,16:00,59.78,60.92,58.20,60.70,45791205,0
09/11/2024,16:00,61.18,64.95,57.77,64.57,81737591,0
09/12/2024,16:00,64.63,66.89,63.89,66.48,55173519,0
09/13/2024,16:00,66.15,67.87,66.05,67.35,43983294,0
09/16/2024,16:00,66.42,66.71,65.03,66.45,41165537,0
09/17/2024,16:00,67.70,68.26,65.47,66.49,51557229,0
09/18/2024,16:00,67.02,68.76,65.39,65.62,83198097,0
09/19/2024,16:00,70.30,71.80,69.41,70.58,57400669,0
09/20/2024,16:00,70.15,70.68,68.31,70.13,48379784,0
09/23/2024,16:00,70.62,71.15,70.04,70.65,34918520,0
09/24/2024,16:00,71.28,72.09,69.38,71.65,40629758,0
09/25/2024,16:00,71.14,72.49,71.06,71.67,32362441,0
09/26/2024,16:00,74.92,75.07,71.58,73.19,53501578,0
09/27/2024,16:00,73.62,73.66,71.39,71.93,41465342,0
09/30/2024,16:00,71.46,72.62,70.18,72.49,43166952,0
10/01/2024,16:00,72.28,72.43,67.70,69.42,67380086,0
10/02/2024,16:00,69.01,70.54,67.87,69.68,39559677,0
10/03/2024,16:00,68.73,70.81,68.39,69.52,48874717,0
10/04/2024,16:00,72.00,72.16,69.78,71.97,55465010,0
10/07/2024,16:00,71.05,71.58,69.06,69.60,41201718,0
10/08/2024,16:00,70.66,72.98,70.31,72.62,38957040,0
10/09/2024,16:00,72.52,74.63,72.06,74.37,39348133,0
10/10/2024,16:00,73.32,74.95,72.72,74.11,43030297,0
10/11/2024,16:00,73.17,74.80,72.90,74.30,35367615,0
10/14/2024,16:00,75.44,76.82,75.21,76.20,33845634,0
10/15/2024,16:00,76.35,76.65,72.14,73.16,53153846,0
10/16/2024,16:00,73.24,73.49,71.67,73.12,35392097,0
10/17/2024,16:00,75.58,75.60,73.25,73.34,48848851,0
10/18/2024,16:00,74.46,75.15,74.13,74.64,32075848,0
10/21/2024,16:00,74.06,75.42,73.18,75.05,37497864,0
10/22/2024,16:00,73.81,75.95,73.46,75.27,38153991,0
10/23/2024,16:00,74.17,74.47,70.28,71.79,59086068,0
10/24/2024,16:00,73.42,73.80,72.24,73.50,39306370,0
10/25/2024,16:00,74.70,77.00,74.39,74.74,57413024,0
10/28/2024,16:00,76.19,76.19,74.66,74.81,34581140,0
10/29/2024,16:00,74.93,77.46,74.07,76.88,39272579,0
10/30/2024,16:00,76.55,76.98,74.94,75.17,40236564,0
10/31/2024,16:00,73.31,73.33,69.43,69.45,69452559,0
11/01/2024,16:00,70.08,72.36,69.97,70.93,48339443,0
11/04/2024,16:00,70.64,71.76,69.51,70.27,41107180,0
11/05/2024,16:00,70.95,73.24,70.92,72.94,39676266,0
11/06/2024,16:00,76.66,79.22,76.19,78.86,59397067,0
11/07/2024,16:00,80.16,82.93,80.10,82.55,49772598,0
11/08/2024,16:00,82.22,83.11,81.91,82.75,35029951,0
11/11/2024,16:00,83.33,83.43,81.18,82.60,35403035,0
11/12/2024,16:00,82.54,82.97,80.65,82.15,34143025,0
11/13/2024,16:00,81.86,83.09,80.68,81.79,37494539,0
11/14/2024,16:00,81.59,82.03,79.62,80.06,38825655,0
11/15/2024,16:00,77.27,77.45,73.29,74.27,60300765,0
11/18/2024,16:00,74.93,76.74,74.31,75.77,38982617,0
11/19/2024,16:00,74.55,77.55,74.42,77.29,40044137,0
11/20/2024,16:00,77.15,77.29,74.11,77.20,50630319,0
11/21/2024,16:00,78.55,78.88,74.56,77.96,54932767,0
11/22/2024,16:00,77.64,78.61,76.88,78.25,39967439,0
11/25/2024,16:00,80.16,80.87,77.54,78.61,45757855,0
11/26/2024,16:00,79.29,80.25,78.89,79.83,34873599,0
11/27/2024,16:00,79.29,79.31,76.33,77.90,39231823,0
11/29/2024,16:00,78.13,80.17,77.85,79.89,20432861,0
12/02/2024,16:00,80.48,82.95,80.29,82.48,36819091,0
12/03/2024,16:00,81.80,83.33,81.53,83.21,42405439,0
12/04/2024,16:00,84.87,86.37,84.51,86.25,34996280,0
12/05/2024,16:00,86.25,86.64,85.34,85.54,27010202,0
12/06/2024,16:00,85.78,87.87,85.72,87.74,31370339,0
12/09/2024,16:00,87.25,87.66,85.08,85.69,34788751,0
12/10/2024,16:00,86.25,87.12,84.05,84.76,35770777,0
12/11/2024,16:00,86.88,89.62,86.68,89.29,37448946,0
12/12/2024,16:00,88.13,88.77,87.28,87.52,33174152,0
12/13/2024,16:00,89.42,90.77,87.85,89.40,39831847,0
12/16/2024,16:00,90.72,93.79,90.67,93.29,34983844,0
12/17/2024,16:00,92.33,92.91,91.17,92.04,34584080,0
12/18/2024,16:00,91.65,92.57,81.29,82.09,67424578,0
12/19/2024,16:00,84.27,84.53,80.75,80.93,56658794,0
12/20/2024,16:00,79.06,85.86,78.50,83.03,72620472,0
12/23/2024,16:00,83.45,85.24,81.83,85.06,41822872,0
12/24/2024,16:00,85.95,88.48,85.64,88.44,24069774,0
12/26/2024,16:00,87.62,89.08,86.59,88.25,29802398,0
12/27/2024,16:00,86.37,86.59,82.28,84.66,51069489,0
12/30/2024,16:00,81.20,83.06,79.41,81.26,51422034,0
12/31/2024,16:00,81.80,82.16,78.68,79.13,55388142,0
01/02/2025,16:00,80.54,81.61,76.53,78.63,70685332,0
01/03/2025,16:00,79.99,82.91,79.62,82.40,46215782,0
01/06/2025,16:00,84.97,86.85,84.03,85.21,46025002,0
01/07/2025,16:00,85.72,85.89,79.71,80.62,55510477,0
01/08/2025,16:00,80.56,81.41,78.44,80.68,48010618,0
01/10/2025,16:00,78.80,78.82,75.23,76.83,72825832,0
01/13/2025,16:00,74.05,76.20,73.34,76.03,56691006,0
01/14/2025,16:00,77.48,78.06,74.19,75.76,62635450,0
01/15/2025,16:00,79.31,81.48,78.60,80.88,53459576,0
01/16/2025,16:00,82.01,82.05,79.20,79.23,46527715,0
01/17/2025,16:00,83.69,83.94,81.84,83.14,43676083,0
01/21/2025,16:00,84.45,85.15,82.33,84.52,41725896,0
01/22/2025,16:00,86.84,88.91,86.71,87.80,43132663,0
01/23/2025,16:00,86.54,88.38,86.27,88.34,30240482,0
01/24/2025,16:00,88.43,88.83,86.01,86.75,36239633,0
01/27/2025,16:00,77.58,81.03,77.18,79.14,80910839,0
01/28/2025,16:00,79.58,83.17,78.00,82.65,50516695,0
01/29/2025,16:00,82.91,82.98,80.26,82.14,59240550,0
01/30/2025,16:00,83.47,84.59,80.86,83.17,57585510,0
01/31/2025,16:00,84.92,87.09,82.18,82.72,59334629,0
02/03/2025,16:00,78.53,81.99,77.34,80.72,76628493,0
02/04/2025,16:00,80.91,83.94,80.73,83.65,42317266,0
02/05/2025,16:00,82.35,84.82,81.76,84.74,39847434,0
02/06/2025,16:00,84.96,86.13,84.19,86.01,38215508,0
02/07/2025,16:00,86.26,87.19,82.35,82.73,55435239,0
02/10/2025,16:00,84.73,86.20,84.50,85.64,32797059,0
02/11/2025,16:00,84.07,85.99,84.01,85.03,31301402,0
02/12/2025,16:00,82.28,85.61,82.10,85.20,48493304,0
02/13/2025,16:00,85.98,88.96,85.58,88.79,46460081,0
02/14/2025,16:00,88.81,90.18,88.60,89.83,38028741,0
02/18/2025,16:00,90.63,90.75,88.75,90.39,34412579,0
02/19/2025,16:00,90.00,91.12,88.92,90.40,34257893,0
02/20/2025,16:00,90.05,90.23,86.89,89.30,40133030,0
02/21/2025,16:00,89.77,89.79,83.47,83.71,59313609,0
02/24/2025,16:00,84.50,85.05,80.50,80.70,53233725,0
02/25/2025,16:00,80.33,80.38,75.78,77.62,75597231,0
02/26/2025,16:00,78.58,80.45,76.69,78.12,63175733,0
02/27/2025,16:00,79.72,80.17,71.48,71.64,103375523,0
02/28/2025,16:00,71.46,75.17,70.08,74.92,93178974,0
03/03/2025,16:00,76.37,77.05,68.44,70.08,91945843,0
03/04/2025,16:00,68.76,72.77,66.01,69.31,130836942,0
03/05/2025,16:00,69.55,72.69,67.49,72.01,100633296,0
03/06/2025,16:00,68.39,70.50,65.17,66.04,122822703,0
03/07/2025,16:00,65.56,68.01,62.89,67.41,135177332,0
03/10/2025,16:00,64.00,64.19,57.88,59.81,156135791,0
03/11/2025,16:00,59.40,61.85,57.37,59.11,139489295,0
03/12/2025,16:00,61.94,62.66,59.16,61.13,141918576,0
03/13/2025,16:00,60.80,60.85,57.04,57.79,121227286,0
03/14/2025,16:00,59.71,62.23,59.50,61.89,99108544,0
03/17/2025,16:00,61.88,64.28,61.15,63.09,90150374,0
03/18/2025,16:00,61.77,61.78,59.01,59.91,87826225,0
03/19/2025,16:00,60.68,63.91,59.94,62.24,92593158,0
03/20/2025,16:00,60.66,63.63,60.37,61.60,88409063,0
03/21/2025,16:00,59.53,62.42,59.07,62.18,80490984,0
03/24/2025,16:00,65.06,66.53,64.82,66.13,63411497,0
03/25/2025,16:00,66.48,67.37,66.09,67.31,55569695,0
03/26/2025,16:00,66.64,66.99,62.76,63.38,79567687,0
03/27/2025,16:00,62.60,64.23,61.75,62.30,72368042,0
03/28/2025,16:00,61.54,61.81,56.97,57.34,103632136,0
03/31/2025,16:00,54.72,57.63,53.04,57.30,106854450,0
04/01/2025,16:00,56.68,58.99,55.62,58.62,97098166,0
04/02/2025,16:00,56.19,61.20,56.09,59.93,123087357,0
04/03/2025,16:00,52.43,53.83,50.11,50.30,140115741,0
04/04/2025,16:00,45.99,46.78,41.03,41.09,258026677,0
04/07/2025,16:00,36.75,46.83,35.00,41.25,395727627,0
04/08/2025,16:00,45.39,46.81,37.10,38.90,251147696,0
04/09/2025,16:00,38.76,53.41,38.73,52.61,356932034,0
04/10/2025,16:00,48.68,49.34,41.57,46.14,281692729,0
04/11/2025,16:00,45.67,49.07,44.62,48.58,179292899,0
04/14/2025,16:00,51.90,52.05,48.07,49.60,147430727,0
04/15/2025,16:00,49.96,51.21,49.19,49.79,104670056,0
04/16/2025,16:00,46.83,48.01,43.16,45.29,134574359,0
04/17/2025,16:00,46.09,46.29,44.35,45.16,101095831,0
04/21/2025,16:00,43.37,43.64,40.24,41.86,114769688,0
04/22/2025,16:00,43.46,45.98,43.10,45.06,130111434,0
04/23/2025,16:00,49.24,50.83,47.63,48.05,151997725,0
04/24/2025,16:00,48.74,52.28,48.54,52.14,120307701,0
04/25/2025,16:00,52.04,54.07,51.48,53.86,113051563,0
04/28/2025,16:00,54.02,54.64,51.64,53.82,95678446,0
04/29/2025,16:00,53.04,55.17,52.83,54.87,84904015,0
04/30/2025,16:00,51.96,55.42,50.32,54.88,134223296,0
05/01/2025,16:00,57.56,58.89,56.63,56.77,102740841,0
05/02/2025,16:00,58.64,60.19,58.03,59.43,97548936,0
05/05/2025,16:00,57.90,59.50,57.70,58.40,69289492,0
05/06/2025,16:00,56.06,58.04,55.57,56.74,82942944,0
05/07/2025,16:00,56.96,58.26,55.09,57.40,104368572,0
05/08/2025,16:00,59.20,60.71,57.66,59.11,98810788,0
05/09/2025,16:00,59.80,60.27,58.33,58.97,73409422,0
05/12/2025,16:00,65.85,66.16,63.85,66.11,101244950,0
05/13/2025,16:00,66.67,69.86,66.36,69.14,85297723,0
05/14/2025,16:00,69.61,70.61,69.21,70.36,80592386,0
05/15/2025,16:00,69.48,71.69,68.93,70.58,80847372,0
05/16/2025,16:00,71.11,71.52,69.65,71.45,63813609,0
05/19/2025,16:00,68.47,71.86,68.43,71.64,71897093,0
05/20/2025,16:00,70.58,71.17,69.40,70.89,67034708,0
05/21/2025,16:00,69.24,71.99,67.18,67.94,109627584,0
05/22/2025,16:00,68.16,69.75,67.62,68.29,86771006,0
05/23/2025,16:00,65.09,67.34,64.86,66.32,107110438,0
05/27/2025,16:00,68.99,71.15,68.39,70.94,65269766,0
05/28/2025,16:00,71.34,71.94,69.78,70.03,66271337,0
05/29/2025,16:00,73.00,73.06,69.33,70.37,97717242,0
05/30/2025,16:00,70.13,70.60,67.04,70.00,93559149,0
06/02/2025,16:00,69.20,71.72,68.69,71.61,68962708,0
06/03/2025,16:00,71.76,73.88,71.40,73.28,64364182,0
06/04/2025,16:00,73.58,74.32,72.71,73.87,64444452,0
06/05/2025,16:00,74.45,75.65,71.30,72.15,99512462,0
06/06/2025,16:00,74.27,75.01,73.54,74.21,65607693,0
06/09/2025,16:00,74.31,75.24,73.84,74.54,50181894,0
06/10/2025,16:00,74.71,76.29,73.76,75.98,61346475,0
06/11/2025,16:00,76.59,77.08,74.22,75.20,90825988,0
06/12/2025,16:00,74.60,76.13,74.52,75.69,63055008,0
06/13/2025,16:00,73.10,74.89,72.27,72.83,105333080,0
06/16/2025,16:00,74.22,76.25,74.22,75.80,58334341,0
06/17/2025,16:00,74.68,75.38,73.08,73.56,67709094,0
06/18/2025,16:00,73.92,74.96,72.84,73.46,71330708,0
06/20/2025,16:00,74.76,75.33,71.72,72.45,81677450,0
06/23/2025,16:00,72.73,74.93,71.42,74.70,83786355,0
06/24/2025,16:00,76.91,78.51,76.66,78.10,56595750,0
06/25/2025,16:00,78.88,79.42,77.72,78.48,50719073,0
06/26/2025,16:00,79.42,80.85,78.62,80.63,50072093,0
06/27/2025,16:00,81.03,82.25,79.85,81.42,73011781,0
06/30/2025,16:00,82.80,83.49,81.83,83.00,56860730,0
07/01/2025,16:00,82.12,82.54,79.81,80.89,70194973,0
07/02/2025,16:00,80.46,82.59,80.43,82.50,50142531,0
07/03/2025,16:00,83.49,85.29,83.49,84.81,41742302,0
07/07/2025,16:00,83.60,83.97,81.80,82.92,69837376,0
07/08/2025,16:00,83.48,83.78,82.47,83.03,57757712,0
07/09/2025,16:00,83.97,85.39,83.35,84.75,58988125,0
07/10/2025,16:00,85.03,85.22,83.14,84.36,55158885,0
07/11/2025,16:00,83.32,84.45,82.75,83.72,53468792,0
07/14/2025,16:00,83.63,84.94,82.55,84.61,48655739,0
07/15/2025,16:00,86.43,86.67,84.80,84.83,61628768,0
07/16/2025,16:00,85.06,85.35,82.44,85.07,83178817,0
07/17/2025,16:00,85.37,87.32,85.00,87.05,48665426,0
07/18/2025,16:00,87.64,87.74,86.19,86.75,49248128,0
07/21/2025,16:00,87.15,88.98,87.12,88.07,43860151,0
07/22/2025,16:00,88.13,88.16,85.47,86.70,54172638,0
07/23/2025,16:00,87.18,87.88,85.90,87.84,59012615,0
07/24/2025,16:00,88.45,88.96,87.60,88.42,45189135,0
07/25/2025,16:00,88.31,89.58,87.98,88.92,39501591,0
07/28/2025,16:00,89.59,90.19,89.18,89.79,47795992,0
07/29/2025,16:00,90.99,91.63,88.98,89.38,58125579,0
07/30/2025,16:00,89.74,90.88,88.26,89.69,72763814,0
07/31/2025,16:00,92.71,92.75,87.66,88.21,89437328,0
08/01/2025,16:00,85.25,85.32,81.86,82.92,109890608,0
08/04/2025,16:00,85.22,87.57,85.16,87.46,54292974,0
08/05/2025,16:00,88.05,88.61,85.42,85.64,76044162,0
08/06/2025,16:00,86.03,89.07,85.81,88.84,64497633,0
08/07/2025,16:00,90.89,91.67,87.82,89.74,84619574,0
08/08/2025,16:00,90.24,92.28,90.10,92.16,52261337,0
08/11/2025,16:00,92.23,93.24,90.72,91.35,47308495,0
08/12/2025,16:00,92.42,94.89,91.13,94.72,60138981,0
08/13/2025,16:00,96.05,96.32,94.18,94.86,48029255,0
08/14/2025,16:00,93.84,95.59,93.64,94.60,53192875,0
08/15/2025,16:00,94.47,94.51,92.42,93.26,48083699,0
08/18/2025,16:00,92.80,93.46,92.23,93.14,36685677,0
08/19/2025,16:00,92.77,92.86,88.82,89.34,55559321,0
08/20/2025,16:00,88.83,88.89,84.38,87.71,82202129,0
08/21/2025,16:00,86.95,87.95,85.39,86.49,59959971,0
08/22/2025,16:00,87.02,91.32,86.37,90.38,66363241,0
08/25/2025,16:00,89.62,90.98,89.03,89.59,40226284,0
08/26/2025,16:00,89.31,90.77,88.84,90.63,42187299,0
08/27/2025,16:00,90.14,91.44,89.54,91.04,45027590,0
08/28/2025,16:00,91.28,93.11,90.51,92.70,45328999,0
08/29/2025,16:00,91.42,91.59,88.49,89.36,60943503,0
09/02/2025,16:00,85.11,87.24,84.25,87.08,83334035,0
09/03/2025,16:00,88.73,89.88,87.59,89.11,59964901,0
09/04/2025,16:00,89.40,91.66,88.62,91.52,50879842,0
09/05/2025,16:00,93.94,94.24,89.69,91.82,86312867,0
09/08/2025,16:00,92.91,94.10,92.64,93.13,50848372,0
09/09/2025,16:00,93.50,94.11,92.24,93.89,47310374,0
09/10/2025,16:00,95.45,95.46,92.94,93.99,60409405,0
09/11/2025,16:00,95.19,95.98,94.41,95.57,45623565,0
09/12/2025,16:00,95.96,97.37,95.53,96.76,46117618,0
09/15/2025,16:00,97.64,99.27,97.57,99.23,39057176,0
09/16/2025,16:00,99.67,99.81,98.61,98.96,38568574,0
09/17/2025,16:00,98.89,99.20,95.51,98.33,73848571,0
09/18/2025,16:00,100.76,102.37,99.79,100.98,61700782,0
09/19/2025,16:00,101.88,103.29,101.15,102.98,42182694,0
09/22/2025,16:00,102.42,105.08,102.42,104.72,40527290,0
09/23/2025,16:00,104.79,104.90,101.98,102.61,49965276,0
09/24/2025,16:00,103.21,103.36,99.99,101.41,50527807,0
09/25/2025,16:00,99.40,100.87,97.50,100.05,61410295,0
09/26/2025,16:00,100.40,101.38,98.74,101.25,62048678,0
09/29/2025,16:00,102.79,104.28,101.94,102.60,46196553,0
09/30/2025,16:00,102.41,103.57,101.22,103.40,46161927,0
